time,cl,cl/1000,p' (cl),p'(cl/1000),SPL (cl),SPL (cl/1000)
0.597,-0.000231492,-2.31E-07,-5.42E-05,-5.42E-08,8.6607594,-51.3392406
0.598,-0.000230734,-2.31E-07,-5.40E-05,-5.40E-08,8.632256908,-51.36774309
0.599,-0.000229979,-2.30E-07,-5.39E-05,-5.39E-08,8.603801529,-51.39619847
0.6,-0.000229228,-2.29E-07,-5.37E-05,-5.37E-08,8.575393102,-51.4246069
0.601,-0.000228481,-2.28E-07,-5.35E-05,-5.35E-08,8.547031481,-51.45296852
0.602,-0.000227737,-2.28E-07,-5.33E-05,-5.33E-08,8.518716501,-51.4812835
0.603,-0.000226997,-2.27E-07,-5.32E-05,-5.32E-08,8.490448014,-51.50955199
0.604,-0.000226261,-2.26E-07,-5.30E-05,-5.30E-08,8.462225867,-51.53777413
0.605,-0.000225528,-2.26E-07,-5.28E-05,-5.28E-08,8.434049899,-51.5659501
0.606,-0.000224799,-2.25E-07,-5.26E-05,-5.26E-08,8.40591997,-51.59408003
0.607,-0.000224073,-2.24E-07,-5.25E-05,-5.25E-08,8.377835922,-51.62216408
0.608,-0.000223351,-2.23E-07,-5.23E-05,-5.23E-08,8.349797604,-51.6502024
0.609,-0.000222633,-2.23E-07,-5.21E-05,-5.21E-08,8.321804868,-51.67819513
0.61,-0.000221917,-2.22E-07,-5.20E-05,-5.20E-08,8.293857565,-51.70614243
0.611,-0.000221206,-2.21E-07,-5.18E-05,-5.18E-08,8.265955546,-51.73404445
0.612,-0.000220497,-2.20E-07,-5.16E-05,-5.16E-08,8.238098668,-51.76190133
0.613,-0.000219793,-2.20E-07,-5.15E-05,-5.15E-08,8.21028678,-51.78971322
0.614,-0.000219091,-2.19E-07,-5.13E-05,-5.13E-08,8.182519735,-51.81748027
0.615,-0.000218393,-2.18E-07,-5.11E-05,-5.11E-08,8.15479739,-51.84520261
0.616,-0.000217698,-2.18E-07,-5.10E-05,-5.10E-08,8.127119596,-51.8728804
0.617,-0.000217007,-2.17E-07,-5.08E-05,-5.08E-08,8.099486217,-51.90051378
0.618,-0.000216318,-2.16E-07,-5.07E-05,-5.07E-08,8.071897108,-51.92810289
0.619,-0.000215633,-2.16E-07,-5.05E-05,-5.05E-08,8.044352119,-51.95564788
0.62,-0.000214952,-2.15E-07,-5.03E-05,-5.03E-08,8.016851115,-51.98314888
0.621,-0.000214273,-2.14E-07,-5.02E-05,-5.02E-08,7.989393953,-52.01060605
0.622,-0.000213598,-2.14E-07,-5.00E-05,-5.00E-08,7.961980494,-52.03801951
0.623,-0.000212926,-2.13E-07,-4.99E-05,-4.99E-08,7.934610597,-52.0653894
0.624,-0.000212257,-2.12E-07,-4.97E-05,-4.97E-08,7.907284125,-52.09271588
0.625,-0.000211592,-2.12E-07,-4.95E-05,-4.95E-08,7.880000937,-52.11999906
0.626,-0.000210929,-2.11E-07,-4.94E-05,-4.94E-08,7.852760896,-52.1472391
0.627,-0.00021027,-2.10E-07,-4.92E-05,-4.92E-08,7.825563865,-52.17443613
0.628,-0.000209613,-2.10E-07,-4.91E-05,-4.91E-08,7.798409704,-52.2015903
0.629,-0.00020896,-2.09E-07,-4.89E-05,-4.89E-08,7.771298283,-52.22870172
0.63,-0.00020831,-2.08E-07,-4.88E-05,-4.88E-08,7.744229467,-52.25577053
0.631,-0.000207663,-2.08E-07,-4.86E-05,-4.86E-08,7.717203117,-52.28279688
0.632,-0.000207019,-2.07E-07,-4.85E-05,-4.85E-08,7.690219104,-52.3097809
0.633,-0.000206378,-2.06E-07,-4.83E-05,-4.83E-08,7.663277287,-52.33672271
0.634,-0.000205739,-2.06E-07,-4.82E-05,-4.82E-08,7.636377537,-52.36362246
0.635,-0.000205104,-2.05E-07,-4.80E-05,-4.80E-08,7.609519727,-52.39048027
0.636,-0.000204472,-2.04E-07,-4.79E-05,-4.79E-08,7.582703723,-52.41729628
0.637,-0.000203843,-2.04E-07,-4.77E-05,-4.77E-08,7.555929393,-52.44407061
0.638,-0.000203216,-2.03E-07,-4.76E-05,-4.76E-08,7.529196608,-52.47080339
0.639,-0.000202593,-2.03E-07,-4.74E-05,-4.74E-08,7.502505236,-52.49749476
0.64,-0.000201972,-2.02E-07,-4.73E-05,-4.73E-08,7.475855153,-52.52414485
0.641,-0.000201354,-2.01E-07,-4.72E-05,-4.72E-08,7.449246226,-52.55075377
0.642,-0.000200739,-2.01E-07,-4.70E-05,-4.70E-08,7.422678329,-52.57732167
0.643,-0.000200127,-2.00E-07,-4.69E-05,-4.69E-08,7.396151333,-52.60384867
0.644,-0.000199518,-2.00E-07,-4.67E-05,-4.67E-08,7.369665116,-52.63033488
0.645,-0.000198911,-1.99E-07,-4.66E-05,-4.66E-08,7.34321955,-52.65678045
0.646,-0.000198308,-1.98E-07,-4.64E-05,-4.64E-08,7.316814505,-52.68318549
0.647,-0.000197707,-1.98E-07,-4.63E-05,-4.63E-08,7.290449865,-52.70955014
0.648,-0.000197108,-1.97E-07,-4.62E-05,-4.62E-08,7.264125496,-52.7358745
0.649,-0.000196513,-1.97E-07,-4.60E-05,-4.60E-08,7.237841285,-52.76215871
0.65,-0.00019592,-1.96E-07,-4.59E-05,-4.59E-08,7.211597101,-52.7884029
0.651,-0.00019533,-1.95E-07,-4.57E-05,-4.57E-08,7.185392823,-52.81460718
0.652,-0.000194742,-1.95E-07,-4.56E-05,-4.56E-08,7.159228335,-52.84077167
0.653,-0.000194157,-1.94E-07,-4.55E-05,-4.55E-08,7.133103511,-52.86689649
0.654,-0.000193575,-1.94E-07,-4.53E-05,-4.53E-08,7.107018231,-52.89298177
0.655,-0.000192995,-1.93E-07,-4.52E-05,-4.52E-08,7.080972377,-52.91902762
0.656,-0.000192419,-1.92E-07,-4.51E-05,-4.51E-08,7.054965819,-52.94503418
0.657,-0.000191844,-1.92E-07,-4.49E-05,-4.49E-08,7.028998448,-52.97100155
0.658,-0.000191272,-1.91E-07,-4.48E-05,-4.48E-08,7.003070148,-52.99692985
0.659,-0.000190703,-1.91E-07,-4.47E-05,-4.47E-08,6.977180792,-53.02281921
0.66,-0.000190136,-1.90E-07,-4.45E-05,-4.45E-08,6.951330271,-53.04866973
0.661,-0.000189572,-1.90E-07,-4.44E-05,-4.44E-08,6.925518463,-53.07448154
0.662,-0.00018901,-1.89E-07,-4.43E-05,-4.43E-08,6.899745249,-53.10025475
0.663,-0.000188451,-1.88E-07,-4.41E-05,-4.41E-08,6.874010518,-53.12598948
0.664,-0.000187895,-1.88E-07,-4.40E-05,-4.40E-08,6.848314152,-53.15168585
0.665,-0.00018734,-1.87E-07,-4.39E-05,-4.39E-08,6.822656039,-53.17734396
0.666,-0.000186789,-1.87E-07,-4.37E-05,-4.37E-08,6.797036062,-53.20296394
0.667,-0.000186239,-1.86E-07,-4.36E-05,-4.36E-08,6.771454107,-53.22854589
0.668,-0.000185692,-1.86E-07,-4.35E-05,-4.35E-08,6.745910067,-53.25408993
0.669,-0.000185148,-1.85E-07,-4.34E-05,-4.34E-08,6.720403817,-53.27959618
0.67,-0.000184606,-1.85E-07,-4.32E-05,-4.32E-08,6.694935255,-53.30506474
0.671,-0.000184066,-1.84E-07,-4.31E-05,-4.31E-08,6.669504267,-53.33049573
0.672,-0.000183529,-1.84E-07,-4.30E-05,-4.30E-08,6.644110736,-53.35588926
0.673,-0.000182994,-1.83E-07,-4.29E-05,-4.29E-08,6.618754562,-53.38124544
0.674,-0.000182461,-1.82E-07,-4.27E-05,-4.27E-08,6.593435626,-53.40656437
0.675,-0.000181931,-1.82E-07,-4.26E-05,-4.26E-08,6.568153822,-53.43184618
0.676,-0.000181403,-1.81E-07,-4.25E-05,-4.25E-08,6.542909038,-53.45709096
0.677,-0.000180877,-1.81E-07,-4.24E-05,-4.24E-08,6.517701169,-53.48229883
0.678,-0.000180354,-1.80E-07,-4.22E-05,-4.22E-08,6.492530102,-53.5074699
0.679,-0.000179833,-1.80E-07,-4.21E-05,-4.21E-08,6.467395729,-53.53260427
0.68,-0.000179314,-1.79E-07,-4.20E-05,-4.20E-08,6.44229795,-53.55770205
0.681,-0.000178797,-1.79E-07,-4.19E-05,-4.19E-08,6.417236651,-53.58276335
0.682,-0.000178283,-1.78E-07,-4.17E-05,-4.17E-08,6.392211734,-53.60778827
0.683,-0.000177771,-1.78E-07,-4.16E-05,-4.16E-08,6.367223079,-53.63277692
0.684,-0.000177261,-1.77E-07,-4.15E-05,-4.15E-08,6.342270591,-53.65772941
0.685,-0.000176753,-1.77E-07,-4.14E-05,-4.14E-08,6.317354156,-53.68264584
0.686,-0.000176247,-1.76E-07,-4.13E-05,-4.13E-08,6.292473683,-53.70752632
0.687,-0.000175744,-1.76E-07,-4.12E-05,-4.12E-08,6.267629058,-53.73237094
0.688,-0.000175243,-1.75E-07,-4.10E-05,-4.10E-08,6.242820178,-53.75717982
0.689,-0.000174743,-1.75E-07,-4.09E-05,-4.09E-08,6.218046946,-53.78195305
0.69,-0.000174246,-1.74E-07,-4.08E-05,-4.08E-08,6.193309252,-53.80669075
0.691,-0.000173752,-1.74E-07,-4.07E-05,-4.07E-08,6.168606998,-53.831393
0.692,-0.000173259,-1.73E-07,-4.06E-05,-4.06E-08,6.143940081,-53.85605992
0.693,-0.000172768,-1.73E-07,-4.05E-05,-4.05E-08,6.119308397,-53.8806916
0.694,-0.00017228,-1.72E-07,-4.03E-05,-4.03E-08,6.094711847,-53.90528815
0.695,-0.000171793,-1.72E-07,-4.02E-05,-4.02E-08,6.070150337,-53.92984966
0.696,-0.000171309,-1.71E-07,-4.01E-05,-4.01E-08,6.045623751,-53.95437625
0.697,-0.000170826,-1.71E-07,-4.00E-05,-4.00E-08,6.021132,-53.978868
0.698,-0.000170346,-1.70E-07,-3.99E-05,-3.99E-08,5.996674982,-54.00332502
0.699,-0.000169868,-1.70E-07,-3.98E-05,-3.98E-08,5.972252606,-54.02774739
0.7,-0.000169392,-1.69E-07,-3.97E-05,-3.97E-08,5.947864767,-54.05213523
0.701,-0.000168917,-1.69E-07,-3.96E-05,-3.96E-08,5.923511365,-54.07648863
0.702,-0.000168445,-1.68E-07,-3.94E-05,-3.94E-08,5.899192303,-54.1008077
0.703,-0.000167975,-1.68E-07,-3.93E-05,-3.93E-08,5.874907484,-54.12509252
0.704,-0.000167506,-1.68E-07,-3.92E-05,-3.92E-08,5.850656811,-54.14934319
0.705,-0.00016704,-1.67E-07,-3.91E-05,-3.91E-08,5.826440195,-54.17355981
0.706,-0.000166576,-1.67E-07,-3.90E-05,-3.90E-08,5.802257532,-54.19774247
0.707,-0.000166113,-1.66E-07,-3.89E-05,-3.89E-08,5.778108729,-54.22189127
0.708,-0.000165653,-1.66E-07,-3.88E-05,-3.88E-08,5.753993695,-54.2460063
0.709,-0.000165194,-1.65E-07,-3.87E-05,-3.87E-08,5.729912323,-54.27008768
0.71,-0.000164737,-1.65E-07,-3.86E-05,-3.86E-08,5.705864533,-54.29413547
0.711,-0.000164282,-1.64E-07,-3.85E-05,-3.85E-08,5.681850223,-54.31814978
0.712,-0.000163829,-1.64E-07,-3.84E-05,-3.84E-08,5.657869301,-54.3421307
0.713,-0.000163378,-1.63E-07,-3.83E-05,-3.83E-08,5.633921676,-54.36607832
0.714,-0.000162929,-1.63E-07,-3.82E-05,-3.82E-08,5.610007246,-54.38999275
0.715,-0.000162482,-1.62E-07,-3.80E-05,-3.80E-08,5.586125933,-54.41387407
0.716,-0.000162036,-1.62E-07,-3.79E-05,-3.79E-08,5.562277633,-54.43772237
0.717,-0.000161593,-1.62E-07,-3.78E-05,-3.78E-08,5.538462263,-54.46153774
0.718,-0.000161151,-1.61E-07,-3.77E-05,-3.77E-08,5.514679726,-54.48532027
0.719,-0.000160711,-1.61E-07,-3.76E-05,-3.76E-08,5.490929928,-54.50907007
0.72,-0.000160273,-1.60E-07,-3.75E-05,-3.75E-08,5.467212788,-54.53278721
0.721,-0.000159836,-1.60E-07,-3.74E-05,-3.74E-08,5.44352821,-54.55647179
0.722,-0.000159401,-1.59E-07,-3.73E-05,-3.73E-08,5.41987611,-54.58012389
0.723,-0.000158969,-1.59E-07,-3.72E-05,-3.72E-08,5.396256393,-54.60374361
0.724,-0.000158537,-1.59E-07,-3.71E-05,-3.71E-08,5.372668972,-54.62733103
0.725,-0.000158108,-1.58E-07,-3.70E-05,-3.70E-08,5.349113752,-54.65088625
0.726,-0.000157681,-1.58E-07,-3.69E-05,-3.69E-08,5.325590659,-54.67440934
0.727,-0.000157255,-1.57E-07,-3.68E-05,-3.68E-08,5.302099591,-54.69790041
0.728,-0.000156831,-1.57E-07,-3.67E-05,-3.67E-08,5.278640466,-54.72135953
0.729,-0.000156408,-1.56E-07,-3.66E-05,-3.66E-08,5.255213203,-54.7447868
0.73,-0.000155987,-1.56E-07,-3.65E-05,-3.65E-08,5.231817706,-54.76818229
0.731,-0.000155568,-1.56E-07,-3.64E-05,-3.64E-08,5.208453896,-54.7915461
0.732,-0.000155151,-1.55E-07,-3.63E-05,-3.63E-08,5.185121682,-54.81487832
0.733,-0.000154735,-1.55E-07,-3.62E-05,-3.62E-08,5.161820976,-54.83817902
0.734,-0.000154321,-1.54E-07,-3.61E-05,-3.61E-08,5.1385517,-54.8614483
0.735,-0.000153909,-1.54E-07,-3.60E-05,-3.60E-08,5.115313763,-54.88468624
0.736,-0.000153498,-1.53E-07,-3.59E-05,-3.59E-08,5.092107082,-54.90789292
0.737,-0.000153089,-1.53E-07,-3.58E-05,-3.58E-08,5.06893157,-54.93106843
0.738,-0.000152682,-1.53E-07,-3.58E-05,-3.58E-08,5.045787145,-54.95421285
0.739,-0.000152276,-1.52E-07,-3.57E-05,-3.57E-08,5.022673727,-54.97732627
0.74,-0.000151872,-1.52E-07,-3.56E-05,-3.56E-08,4.999591229,-55.00040877
0.741,-0.00015147,-1.51E-07,-3.55E-05,-3.55E-08,4.976539577,-55.02346042
0.742,-0.000151069,-1.51E-07,-3.54E-05,-3.54E-08,4.953518673,-55.04648133
0.743,-0.000150669,-1.51E-07,-3.53E-05,-3.53E-08,4.930528444,-55.06947156
0.744,-0.000150272,-1.50E-07,-3.52E-05,-3.52E-08,4.907568806,-55.09243119
0.745,-0.000149875,-1.50E-07,-3.51E-05,-3.51E-08,4.884639671,-55.11536033
0.746,-0.000149481,-1.49E-07,-3.50E-05,-3.50E-08,4.86174097,-55.13825903
0.747,-0.000149088,-1.49E-07,-3.49E-05,-3.49E-08,4.838872614,-55.16112739
0.748,-0.000148696,-1.49E-07,-3.48E-05,-3.48E-08,4.816034521,-55.18396548
0.749,-0.000148306,-1.48E-07,-3.47E-05,-3.47E-08,4.793226622,-55.20677338
0.75,-0.000147918,-1.48E-07,-3.46E-05,-3.46E-08,4.770448827,-55.22955117
0.751,-0.000147531,-1.48E-07,-3.45E-05,-3.45E-08,4.747701056,-55.25229894
0.752,-0.000147146,-1.47E-07,-3.45E-05,-3.45E-08,4.724983233,-55.27501677
0.753,-0.000146762,-1.47E-07,-3.44E-05,-3.44E-08,4.702295277,-55.29770472
0.754,-0.00014638,-1.46E-07,-3.43E-05,-3.43E-08,4.679637109,-55.32036289
0.755,-0.000145999,-1.46E-07,-3.42E-05,-3.42E-08,4.657008655,-55.34299134
0.756,-0.000145619,-1.46E-07,-3.41E-05,-3.41E-08,4.634409831,-55.36559017
0.757,-0.000145241,-1.45E-07,-3.40E-05,-3.40E-08,4.61184056,-55.38815944
0.758,-0.000144865,-1.45E-07,-3.39E-05,-3.39E-08,4.589300766,-55.41069923
0.759,-0.00014449,-1.44E-07,-3.38E-05,-3.38E-08,4.566790375,-55.43320962
0.76,-0.000144117,-1.44E-07,-3.37E-05,-3.37E-08,4.544309308,-55.45569069
0.761,-0.000143745,-1.44E-07,-3.37E-05,-3.37E-08,4.521857487,-55.47814251
0.762,-0.000143374,-1.43E-07,-3.36E-05,-3.36E-08,4.499434836,-55.50056516
0.763,-0.000143005,-1.43E-07,-3.35E-05,-3.35E-08,4.477041279,-55.52295872
0.764,-0.000142637,-1.43E-07,-3.34E-05,-3.34E-08,4.454676736,-55.54532326
0.765,-0.000142271,-1.42E-07,-3.33E-05,-3.33E-08,4.43234114,-55.56765886
0.766,-0.000141906,-1.42E-07,-3.32E-05,-3.32E-08,4.410034411,-55.58996559
0.767,-0.000141542,-1.42E-07,-3.31E-05,-3.31E-08,4.387756472,-55.61224353
0.768,-0.00014118,-1.41E-07,-3.31E-05,-3.31E-08,4.365507259,-55.63449274
0.769,-0.00014082,-1.41E-07,-3.30E-05,-3.30E-08,4.343286679,-55.65671332
0.77,-0.00014046,-1.40E-07,-3.29E-05,-3.29E-08,4.321094681,-55.67890532
0.771,-0.000140102,-1.40E-07,-3.28E-05,-3.28E-08,4.298931171,-55.70106883
0.772,-0.000139746,-1.40E-07,-3.27E-05,-3.27E-08,4.276796087,-55.72320391
0.773,-0.00013939,-1.39E-07,-3.26E-05,-3.26E-08,4.254689356,-55.74531064
0.774,-0.000139037,-1.39E-07,-3.26E-05,-3.26E-08,4.232610893,-55.76738911
0.775,-0.000138684,-1.39E-07,-3.25E-05,-3.25E-08,4.210560644,-55.78943936
0.776,-0.000138333,-1.38E-07,-3.24E-05,-3.24E-08,4.188538523,-55.81146148
0.777,-0.000137983,-1.38E-07,-3.23E-05,-3.23E-08,4.166544462,-55.83345554
0.778,-0.000137635,-1.38E-07,-3.22E-05,-3.22E-08,4.144578393,-55.85542161
0.779,-0.000137287,-1.37E-07,-3.21E-05,-3.21E-08,4.122640243,-55.87735976
0.78,-0.000136941,-1.37E-07,-3.21E-05,-3.21E-08,4.100729935,-55.89927007
0.781,-0.000136597,-1.37E-07,-3.20E-05,-3.20E-08,4.078847406,-55.92115259
0.782,-0.000136254,-1.36E-07,-3.19E-05,-3.19E-08,4.056992578,-55.94300742
0.783,-0.000135912,-1.36E-07,-3.18E-05,-3.18E-08,4.035165382,-55.96483462
0.784,-0.000135571,-1.36E-07,-3.17E-05,-3.17E-08,4.013365756,-55.98663424
0.785,-0.000135232,-1.35E-07,-3.17E-05,-3.17E-08,3.991593622,-56.00840638
0.786,-0.000134893,-1.35E-07,-3.16E-05,-3.16E-08,3.969848915,-56.03015109
0.787,-0.000134557,-1.35E-07,-3.15E-05,-3.15E-08,3.948131561,-56.05186844
0.788,-0.000134221,-1.34E-07,-3.14E-05,-3.14E-08,3.926441496,-56.0735585
0.789,-0.000133887,-1.34E-07,-3.14E-05,-3.14E-08,3.904778651,-56.09522135
0.79,-0.000133554,-1.34E-07,-3.13E-05,-3.13E-08,3.883142955,-56.11685704
0.791,-0.000133222,-1.33E-07,-3.12E-05,-3.12E-08,3.861534338,-56.13846566
0.792,-0.000132891,-1.33E-07,-3.11E-05,-3.11E-08,3.839952733,-56.16004727
0.793,-0.000132562,-1.33E-07,-3.10E-05,-3.10E-08,3.818398075,-56.18160192
0.794,-0.000132234,-1.32E-07,-3.10E-05,-3.10E-08,3.796870296,-56.2031297
0.795,-0.000131907,-1.32E-07,-3.09E-05,-3.09E-08,3.775369327,-56.22463067
0.796,-0.000131581,-1.32E-07,-3.08E-05,-3.08E-08,3.753895101,-56.2461049
0.797,-0.000131257,-1.31E-07,-3.07E-05,-3.07E-08,3.732447551,-56.26755245
0.798,-0.000130933,-1.31E-07,-3.07E-05,-3.07E-08,3.711026616,-56.28897338
0.799,-0.000130611,-1.31E-07,-3.06E-05,-3.06E-08,3.689632224,-56.31036778
0.8,-0.00013029,-1.30E-07,-3.05E-05,-3.05E-08,3.66826431,-56.33173569
0.801,-0.00012997,-1.30E-07,-3.04E-05,-3.04E-08,3.646922802,-56.3530772
0.802,-0.000129652,-1.30E-07,-3.04E-05,-3.04E-08,3.625607655,-56.37439235
0.803,-0.000129335,-1.29E-07,-3.03E-05,-3.03E-08,3.604318789,-56.39568121
0.804,-0.000129018,-1.29E-07,-3.02E-05,-3.02E-08,3.583056131,-56.41694387
0.805,-0.000128703,-1.29E-07,-3.01E-05,-3.01E-08,3.561819631,-56.43818037
0.806,-0.000128389,-1.28E-07,-3.01E-05,-3.01E-08,3.54060921,-56.45939079
0.807,-0.000128077,-1.28E-07,-3.00E-05,-3.00E-08,3.519424821,-56.48057518
0.808,-0.000127765,-1.28E-07,-2.99E-05,-2.99E-08,3.498266396,-56.5017336
0.809,-0.000127455,-1.27E-07,-2.98E-05,-2.98E-08,3.477133861,-56.52286614
0.81,-0.000127145,-1.27E-07,-2.98E-05,-2.98E-08,3.456027161,-56.54397284
0.811,-0.000126837,-1.27E-07,-2.97E-05,-2.97E-08,3.434946223,-56.56505378
0.812,-0.00012653,-1.27E-07,-2.96E-05,-2.96E-08,3.413890999,-56.586109
0.813,-0.000126224,-1.26E-07,-2.96E-05,-2.96E-08,3.392861416,-56.60713858
0.814,-0.000125919,-1.26E-07,-2.95E-05,-2.95E-08,3.371857407,-56.62814259
0.815,-0.000125615,-1.26E-07,-2.94E-05,-2.94E-08,3.350878922,-56.64912108
0.816,-0.000125313,-1.25E-07,-2.93E-05,-2.93E-08,3.32992589,-56.67007411
0.817,-0.000125011,-1.25E-07,-2.93E-05,-2.93E-08,3.308998257,-56.69100174
0.818,-0.000124711,-1.25E-07,-2.92E-05,-2.92E-08,3.288095954,-56.71190405
0.819,-0.000124411,-1.24E-07,-2.91E-05,-2.91E-08,3.26721892,-56.73278108
0.82,-0.000124113,-1.24E-07,-2.91E-05,-2.91E-08,3.246367101,-56.7536329
0.821,-0.000123816,-1.24E-07,-2.90E-05,-2.90E-08,3.225540427,-56.77445957
0.822,-0.000123519,-1.24E-07,-2.89E-05,-2.89E-08,3.204738844,-56.79526116
0.823,-0.000123224,-1.23E-07,-2.89E-05,-2.89E-08,3.183962285,-56.81603772
0.824,-0.00012293,-1.23E-07,-2.88E-05,-2.88E-08,3.163210693,-56.83678931
0.825,-0.000122637,-1.23E-07,-2.87E-05,-2.87E-08,3.142484012,-56.85751599
0.826,-0.000122345,-1.22E-07,-2.86E-05,-2.86E-08,3.121782178,-56.87821782
0.827,-0.000122055,-1.22E-07,-2.86E-05,-2.86E-08,3.101105125,-56.89889487
0.828,-0.000121765,-1.22E-07,-2.85E-05,-2.85E-08,3.080452807,-56.91954719
0.829,-0.000121476,-1.21E-07,-2.84E-05,-2.84E-08,3.059825152,-56.94017485
0.83,-0.000121188,-1.21E-07,-2.84E-05,-2.84E-08,3.03922211,-56.96077789
0.831,-0.000120901,-1.21E-07,-2.83E-05,-2.83E-08,3.018643621,-56.98135638
0.832,-0.000120615,-1.21E-07,-2.82E-05,-2.82E-08,2.998089612,-57.00191039
0.833,-0.000120331,-1.20E-07,-2.82E-05,-2.82E-08,2.977560045,-57.02243995
0.834,-0.000120047,-1.20E-07,-2.81E-05,-2.81E-08,2.957054851,-57.04294515
0.835,-0.000119764,-1.20E-07,-2.80E-05,-2.80E-08,2.936573975,-57.06342602
0.836,-0.000119483,-1.19E-07,-2.80E-05,-2.80E-08,2.916117361,-57.08388264
0.837,-0.000119202,-1.19E-07,-2.79E-05,-2.79E-08,2.895684941,-57.10431506
0.838,-0.000118922,-1.19E-07,-2.78E-05,-2.78E-08,2.875276668,-57.12472333
0.839,-0.000118643,-1.19E-07,-2.78E-05,-2.78E-08,2.854892487,-57.14510751
0.84,-0.000118366,-1.18E-07,-2.77E-05,-2.77E-08,2.83453233,-57.16546767
0.841,-0.000118089,-1.18E-07,-2.77E-05,-2.77E-08,2.814196149,-57.18580385
0.842,-0.000117813,-1.18E-07,-2.76E-05,-2.76E-08,2.793883884,-57.20611612
0.843,-0.000117538,-1.18E-07,-2.75E-05,-2.75E-08,2.773595478,-57.22640452
0.844,-0.000117264,-1.17E-07,-2.75E-05,-2.75E-08,2.753330878,-57.24666912
0.845,-0.000116991,-1.17E-07,-2.74E-05,-2.74E-08,2.733090029,-57.26690997
0.846,-0.000116719,-1.17E-07,-2.73E-05,-2.73E-08,2.712872872,-57.28712713
0.847,-0.000116448,-1.16E-07,-2.73E-05,-2.73E-08,2.69267935,-57.30732065
0.848,-0.000116178,-1.16E-07,-2.72E-05,-2.72E-08,2.67250941,-57.32749059
0.849,-0.000115909,-1.16E-07,-2.71E-05,-2.71E-08,2.652362997,-57.347637
0.85,-0.000115641,-1.16E-07,-2.71E-05,-2.71E-08,2.632240047,-57.36775995
0.851,-0.000115373,-1.15E-07,-2.70E-05,-2.70E-08,2.61214052,-57.38785948
0.852,-0.000115107,-1.15E-07,-2.70E-05,-2.70E-08,2.592064358,-57.40793564
0.853,-0.000114842,-1.15E-07,-2.69E-05,-2.69E-08,2.572011499,-57.4279885
0.854,-0.000114577,-1.15E-07,-2.68E-05,-2.68E-08,2.551981901,-57.4480181
0.855,-0.000114313,-1.14E-07,-2.68E-05,-2.68E-08,2.531975497,-57.4680245
0.856,-0.000114051,-1.14E-07,-2.67E-05,-2.67E-08,2.511992231,-57.48800777
0.857,-0.000113789,-1.14E-07,-2.66E-05,-2.66E-08,2.492032063,-57.50796794
0.858,-0.000113528,-1.14E-07,-2.66E-05,-2.66E-08,2.472094933,-57.52790507
0.859,-0.000113268,-1.13E-07,-2.65E-05,-2.65E-08,2.452180785,-57.54781921
0.86,-0.000113009,-1.13E-07,-2.65E-05,-2.65E-08,2.432289575,-57.56771043
0.861,-0.000112751,-1.13E-07,-2.64E-05,-2.64E-08,2.412421242,-57.58757876
0.862,-0.000112493,-1.12E-07,-2.63E-05,-2.63E-08,2.392575728,-57.60742427
0.863,-0.000112237,-1.12E-07,-2.63E-05,-2.63E-08,2.372752993,-57.62724701
0.864,-0.000111981,-1.12E-07,-2.62E-05,-2.62E-08,2.35295298,-57.64704702
0.865,-0.000111727,-1.12E-07,-2.62E-05,-2.62E-08,2.333175634,-57.66682437
0.866,-0.000111473,-1.11E-07,-2.61E-05,-2.61E-08,2.313420908,-57.68657909
0.867,-0.00011122,-1.11E-07,-2.60E-05,-2.60E-08,2.293688744,-57.70631126
0.868,-0.000110968,-1.11E-07,-2.60E-05,-2.60E-08,2.273979088,-57.72602091
0.869,-0.000110717,-1.11E-07,-2.59E-05,-2.59E-08,2.254291902,-57.7457081
0.87,-0.000110466,-1.10E-07,-2.59E-05,-2.59E-08,2.234627122,-57.76537288
0.871,-0.000110217,-1.10E-07,-2.58E-05,-2.58E-08,2.214984706,-57.78501529
0.872,-0.000109968,-1.10E-07,-2.58E-05,-2.58E-08,2.195364596,-57.8046354
0.873,-0.00010972,-1.10E-07,-2.57E-05,-2.57E-08,2.175766745,-57.82423325
0.874,-0.000109473,-1.09E-07,-2.56E-05,-2.56E-08,2.156191099,-57.8438089
0.875,-0.000109227,-1.09E-07,-2.56E-05,-2.56E-08,2.136637609,-57.86336239
0.876,-0.000108982,-1.09E-07,-2.55E-05,-2.55E-08,2.117106228,-57.88289377
0.877,-0.000108737,-1.09E-07,-2.55E-05,-2.55E-08,2.0975969,-57.9024031
0.878,-0.000108494,-1.08E-07,-2.54E-05,-2.54E-08,2.078109584,-57.92189042
0.879,-0.000108251,-1.08E-07,-2.53E-05,-2.53E-08,2.058644221,-57.94135578
0.88,-0.000108009,-1.08E-07,-2.53E-05,-2.53E-08,2.039200765,-57.96079924
0.881,-0.000107767,-1.08E-07,-2.52E-05,-2.52E-08,2.019779166,-57.98022083
0.882,-0.000107527,-1.08E-07,-2.52E-05,-2.52E-08,2.000379374,-57.99962063
0.883,-0.000107287,-1.07E-07,-2.51E-05,-2.51E-08,1.98100134,-58.01899866
0.884,-0.000107049,-1.07E-07,-2.51E-05,-2.51E-08,1.961645024,-58.03835498
0.885,-0.000106811,-1.07E-07,-2.50E-05,-2.50E-08,1.942310364,-58.05768964
0.886,-0.000106573,-1.07E-07,-2.50E-05,-2.50E-08,1.922997321,-58.07700268
